Artist,Album,Song,Year,Lyrics
The National,Alligator,Lit Up,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
My bodyguard shows her revolver to anyone who asks<br/>
And yeah, she comes to attention when you come up to me too fast<br/>
For a little while you'll be here, the only good part of me<br/>
For a little while you'll be here<br/>
<br/>
[Chorus]<br/>
So lit up, lit up, lit up alright<br/>
I try to untie Manhattan<br/>
Lit up, lit up, lit up alright<br/>
I try to untie<br/>
<br/>
[Verse 2]<br/>
You wear your skirt like a flag<br/>
And everything surrounds you, and it doesn't fade<br/>
Nothing like this sound I make<br/>
That only lasts the season<br/>
And only heard by bedroom kids who buy it for that reason<br/>
'Cause you're the low life of the party, bad blood<br/>
Bad blood for everybody<br/>
I'm in control and I believe<br/>
<br/>
[Chorus]<br/>
So lit up, lit up, lit up alright<br/>
I try to untie Manhattan<br/>
Lit up, lit up, lit up alright<br/>
I try to untie from your bad blood<br/>
From your bad blood<br/>
<br/>
[Bridge]<br/>
'Cause you're the low life of the party, bad blood<br/>
Bad blood for everybody<br/>
I'm in control and I believe<br/>
<br/>
[Chorus]<br/>
So lit up, lit up, lit up, lit up alright<br/>
I try to untie Manhattan<br/>
Lit up, lit up, lit up, lit up alright<br/>
I try to untie</p>
<!--/sse-->
</div>"
The National,Alligator,Looking For Astronauts,0,"<div class=""lyrics"">
<!--sse-->
<p>We're out looking for astronauts, looking for astronauts<br/>
We're out looking for astronauts, looking for astronauts<br/>
It's a little too late, too late, too late for this<br/>
Isn't it a little too late for this?<br/>
Little too late, too late for this<br/>
Isn't it a little too late for this?<br/>
<br/>
You know you have a permanent piece<br/>
Of my medium-sized American heart<br/>
<br/>
We're out looking for astronauts, looking for astronauts<br/>
We're out looking for astronauts, looking for astronauts<br/>
Are we gone<br/>
Come on yeah, we know we're gone<br/>
Bye bye bye<br/>
Bye bye bye, we know we're gone<br/>
<br/>
Take all your reasons and take them away<br/>
To the middle of nowhere, and on your way home<br/>
Throw from your window your record collection<br/>
They all run together and never make sense<br/>
But that's how we like it, and that's all we want<br/>
Something to cry for, and something to hunt<br/>
<br/>
Are we gone<br/>
Come on yeah, we know we're gone<br/>
Bye bye bye<br/>
Bye bye bye we know we're gone<br/>
We're out looking for astronauts, looking for astronauts<br/>
We're out looking for astronauts, looking for astronauts<br/>
It's a little too late, too late, too late for this<br/>
Isn't it a little too late for this<br/>
Little too late, too late for this<br/>
Isn't it a little too late for this<br/>
<br/>
You know you have a permanent piece<br/>
Of my medium-sized American heart<br/>
So don't wear the watch<br/>
When you're out with the cunts<br/>
You can break what you have, but the rest of it's mine<br/>
<br/>
Take all your reasons and take them away<br/>
To the middle of nowhere, and on your way home<br/>
Throw from your window your record collection<br/>
They all run together and never make sense<br/>
But that's how we like it, and that's all we want<br/>
Something to cry for, and something to hunt</p>
<!--/sse-->
</div>"
The National,Alligator,Daughters Of The Soho Riots,0,"<div class=""lyrics"">
<!--sse-->
<p>I have your good clothes in the car<br/>
So cut your hair so no one knows<br/>
I have your dreams and your teethmarks<br/>
And all my fingernails are painted<br/>
<br/>
I'm here to take you now<br/>
<br/>
You were right about the end<br/>
It didn't make a difference<br/>
Everything I can remember<br/>
I remember wrong<br/>
<br/>
How can anybody know<br/>
How they got to be this way?<br/>
You must have known<br/>
I'd do this someday<br/>
<br/>
Break my arms around the one I love and be forgiven by the time my lover comes<br/>
Break my arms around my love<br/>
Break my arms around the one I love and be forgiven by the time my lover comes<br/>
Break my arms around my love<br/>
<br/>
I don't have any questions<br/>
I don't think it's gonna rain<br/>
You were right about the end<br/>
It didn't make a difference<br/>
<br/>
I'm here to take you now<br/>
Out among the missing sons and daughters of the Soho riots<br/>
Out among the missing sons and daughters of the Soho riots<br/>
I'm here to take you now<br/>
<br/>
How can anybody know<br/>
How they got to be this way?<br/>
You must have known<br/>
I'd do this someday<br/>
<br/>
Break my arms around the one I love and be forgiven by the time my lover comes<br/>
Break my arms around my love<br/>
Break my arms around the one I love and be forgiven by the time my lover comes<br/>
Break my arms around my love<br/>
<br/>
Break my arms around the one I love</p>
<!--/sse-->
</div>"
The National,Alligator,Baby Well Be Fine,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
All night I lay on my pillow and pray<br/>
For my boss to stop me in the hallway<br/>
Lay my head on his shoulder and say<br/>
""Son, I've been hearing good things""<br/>
<br/>
[Verse 2]<br/>
I wake up without warning<br/>
And go flying around the house<br/>
In my Sauvignon, fierce, freaking out<br/>
Take a forty-five minute shower and kiss the mirror<br/>
<br/>
[Chorus]<br/>
Say, ""Look at me<br/>
Baby, we'll be fine<br/>
All we gotta do is be brave<br/>
And be kind""<br/>
<br/>
[Verse 3]<br/>
I put on an argyle sweater and put on a smile<br/>
I don't know how to do this<br/>
<br/>
[Refrain]<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything<br/>
<br/>
[Verse 4]<br/>
Baby come over, I need entertaining<br/>
I had a stilted, pretending day<br/>
Lay me down and say something pretty<br/>
Lay me back down where I wanted to stay<br/>
<br/>
[Verse 5]<br/>
Just say something perfect<br/>
Something I can steal<br/>
<br/>
[Chorus]<br/>
Say, ""Look at me<br/>
Baby, we'll be fine<br/>
All we gotta do is be brave<br/>
And be kind""<br/>
<br/>
I pull off your jeans<br/>
And you spill Jack and Coke in my collar<br/>
I melt like a witch and scream<br/>
<br/>
[Refrain]<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything<br/>
I'm so sorry for everything</p>
<!--/sse-->
</div>"
The National,Alligator,Friend Of Mine,0,"<div class=""lyrics"">
<!--sse-->
<p>Hey, where the hell are you<br/>
You don't call me back, John<br/>
Won't you come here and stay with me<br/>
Why don't you come here and stay with me<br/>
<br/>
Hey, where the hell are you<br/>
You don't call me back, John<br/>
Won't you come here and stay with me<br/>
Why don't you come here and stay with me<br/>
<br/>
Show up here loaded with bells on your toes<br/>
I don't care what you're into, I'll put<br/>
Velvet ropes around you, if that's what you need<br/>
<br/>
Why did you listen to that man, that man's a balloon<br/>
Oh, you gotta get out and get back to me<br/>
John, you gotta get out and get back to me<br/>
<br/>
Why did you listen to that man, that man's a balloon<br/>
Oh, you gotta get out and get back to me<br/>
Take his limousine, you gotta get back to me<br/>
<br/>
I'm getting nervous<br/>
Na na na na na na na<br/>
No sign of a friend of mine<br/>
Na na na na na na na<br/>
Red hair and blue eyes<br/>
I'm getting nervous<br/>
Na na na na na na na<br/>
No sign of a friend of mine<br/>
<br/>
I was in a train under a river when I remembered what<br/>
What I wanted to tell you, man<br/>
What I wanted to tell you, man<br/>
I got two sets of headphones, I miss you like hell<br/>
Won't you come here and stay with me<br/>
Why don't you come here and stay with me<br/>
<br/>
I'm getting nervous<br/>
Na na na na na na na<br/>
No sign of a friend of mine<br/>
Na na na na na na na<br/>
Red hair and blue eyes<br/>
I'm getting nervous<br/>
Na na na na na na na<br/>
No sign of a friend of mine<br/>
Na na na na na na na<br/>
<br/>
Why did you listen to that man, that man's a balloon<br/>
Oh, you gotta get out and get back to me<br/>
Why did you listen to that man, that man's a balloon<br/>
John, you gotta get out and get back to me<br/>
Why did you listen to that man, that man's a balloon<br/>
Fake a heart attack, you gotta get back to me<br/>
Why did you listen to that man, that man's a balloon<br/>
John, you gotta get out and get back to me</p>
<!--/sse-->
</div>"
The National,Alligator,Val Jester,0,"<div class=""lyrics"">
<!--sse-->
<p>Build a fire for Val Jester<br/>
Build a room for your love<br/>
Take your time when you tell her<br/>
How she lives in your blood<br/>
<br/>
You should have looked after her better<br/>
You should have looked after her more<br/>
You should have locked the door<br/>
<br/>
Fill her coat with weapons<br/>
And help her get it on<br/>
Cause one day when she goes<br/>
She's gone<br/>
<br/>
You should have held onto her better<br/>
You should have held onto her more<br/>
You should have locked the door<br/>
<br/>
All the most important people in New York are nineteen<br/>
All the most important people in New York<br/>
All the most important people in New York are nineteen<br/>
All the most important people in New York</p>
<!--/sse-->
</div>"
The National,Alligator,All The Wine,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
I'm put together so beautifully<br/>
Big wet bottle in my fist<br/>
Big wet rose in my teeth<br/>
I'm a perfect piece of ass<br/>
Like every Californian<br/>
So tall I take over the street<br/>
With high-beams shining up my back<br/>
A wingspan unbelievable<br/>
I'm a festival<br/>
I'm a parade<br/>
<br/>
[Hook]<br/>
And all the wine is all for me<br/>
And all the wine is all for me<br/>
And all the wine is all for me<br/>
<br/>
[Verse 2]<br/>
I'm a birthday candle in a circle of black girls<br/>
God is on my side<br/>
Cause I'm the child-bride<br/>
I'm so sorry but the motorcade will have to go around me this time<br/>
Cause God is on my side<br/>
And I'm the child-bride<br/>
<br/>
[Hook]<br/>
And all the wine is all for me<br/>
And all the wine is all for me<br/>
And all the wine is all for me<br/>
<br/>
[Bridge]<br/>
I carry the dollhouse safe on my shoulders<br/>
Through the black city<br/>
Nightlights are on in the corners<br/>
And everyone's sleeping upstairs<br/>
All safe and sound, all safe and sound<br/>
I won't let the psychos around<br/>
All safe and sound<br/>
I won't let the psychos around<br/>
<br/>
[Ending]<br/>
I'm in a state<br/>
I'm in a state<br/>
Nothing can touch us my love<br/>
I'm in a state<br/>
I'm in a state<br/>
Nothing can touch us my love</p>
<!--/sse-->
</div>"
The National,Alligator,Abel,0,"<div class=""lyrics"">
<!--sse-->
<p>[Chorus]<br/>
Well, my mind's not right, my mind's not right<br/>
My mind's not right, my mind's not right<br/>
My mind's not right, my mind's not right<br/>
My mind's not right, my mind's not right<br/>
<br/>
[Verse 1]<br/>
Abel, come on, give me the keys, man<br/>
Everything has all gone down wrong<br/>
Abel, come on, give me the keys, man<br/>
Everything has all gone down wrong<br/>
<br/>
[Pre-Chorus 1]<br/>
I see water on the bridge<br/>
Well, you better hold my hand through this<br/>
Turn around, turn around, take me back, I can't calm down<br/>
Turn around, turn around, take me back, I can't calm down<br/>
<br/>
[Chorus]<br/>
Well, my mind's not right, my mind's not right<br/>
My mind's not right, my mind's not right<br/>
My mind's not right, my mind's not right<br/>
My mind's not right, my mind's not right<br/>
<br/>
[Verse 2]<br/>
Abel, come on, give me a reason<br/>
I am not as bright as I could be<br/>
Abel, come on, take me with you<br/>
Everything has all gone down wrong<br/>
<br/>
[Pre-Chorus 2]<br/>
You turn me good and God-fearing<br/>
Well, tell me what am I supposed to do with that?<br/>
I'm missing something<br/>
Yeah, I'm missing something<br/>
<br/>
[Bridge]<br/>
My mind's gone loose inside its shell<br/>
My mind's gone loose inside the shell<br/>
Well, I'm missing something, yeah I'm missing something<br/>
Abel, my mind's gone loose inside the shell<br/>
<br/>
[Chorus]<br/>
Well, my mind's not right, my mind's not right<br/>
My mind's not right, my mind's not right<br/>
My mind's not right, my mind's not right<br/>
My mind's not right, my mind's not right</p>
<!--/sse-->
</div>"
The National,Alligator,The Geese Of Beverly Road,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
We'll take ourselves out in the street<br/>
And wear the blood in our cheeks<br/>
Like red roses<br/>
We'll go from car to sleeping car<br/>
And whisper in their sleeping ears<br/>
We were here, we were here<br/>
We'll set off the geese of Beverly Road<br/>
<br/>
[Chorus]<br/>
Hey, love, we'll get away with it<br/>
We'll run like we're awesome, totally genius<br/>
Hey, love, we'll get away with it<br/>
We'll run like we're awesome<br/>
<br/>
[Verse 2]<br/>
We won't be disappointed<br/>
We'll fight like girls for our place at the table<br/>
Our room on the floor<br/>
We'll set off the geese of Beverly Road<br/>
<br/>
[Chorus]<br/>
Hey, love, we'll get away with it<br/>
We'll run like we're awesome, totally genius<br/>
Hey, love, we'll get away with it<br/>
We'll run like we're awesome<br/>
<br/>
[Bridge]<br/>
We're the heirs to the glimmering world<br/>
We're the heirs to the glimmering world<br/>
<br/>
[Verse 3]<br/>
We're drunk and sparking, our legs are open<br/>
Our hands are covered in cake<br/>
But I swear we didn't have any<br/>
I swear we didn't have any<br/>
<br/>
[Chorus]<br/>
Hey, love, we'll get away with it<br/>
We'll run like we're awesome, totally genius<br/>
Hey, love, we'll get away with it<br/>
We'll run like we're awesome<br/>
<br/>
[Bridge]<br/>
We're the heirs to the glimmering world<br/>
We're the heirs to the glimmering world<br/>
<br/>
[Outro]<br/>
Oh, come, come be my waitress and serve me tonight<br/>
Serve me the sky tonight<br/>
Oh, come, come be my waitress and serve me tonight<br/>
Serve me the sky with a big slice of lemon<br/>
<br/>
[Bridge]<br/>
We're the heirs to the glimmering world<br/>
We're the heirs to the glimmering world<br/>
<br/>
[Outro]<br/>
Oh, come, come be my waitress and serve me tonight<br/>
Serve me the sky tonight<br/>
Oh, come, come be my waitress and serve me tonight<br/>
Serve me the sky with a big slice of lemon</p>
<!--/sse-->
</div>"
The National,Alligator,City Middle,0,"<div class=""lyrics"">
<!--sse-->
<p>[Chorus]<br/>
Karen, take me to the nearest famous city middle where they hang the lights<br/>
Where it's random and it's common versus common<br/>
Karen, take me to the nearest famous city middle where they hang the lights<br/>
Where it's random and it's common versus common<br/>
<br/>
[Verse 1]<br/>
I got 500 in twenties, and I've got a ton of great ideas<br/>
I'm really worked up<br/>
I'm on a good mixture, I don't want to waste it<br/>
I'm on a good mixture, I do not want to waste it<br/>
I want to go gator around the warm beds of beginners<br/>
I'm really worked up<br/>
<br/>
[Chorus]<br/>
Karen, take me to the nearest famous city middle where they hang the lights<br/>
Where it's random and it's common versus common<br/>
Karen, take me to the nearest famous city middle where they hang the lights<br/>
Where it's random and it's common versus common<br/>
<br/>
[Refrain]<br/>
I have weird memories of you wearing long red socks and red shoes<br/>
I have weird memories<br/>
I have weird memories of you pissing in a sink, I think<br/>
I have weird memories of you<br/>
<br/>
[Verse 2]<br/>
I want to go gator around the warm beds of beginners<br/>
I'm really worked up<br/>
I want to go gator around the warm beds of beginners<br/>
I'm really worked up<br/>
<br/>
[Chorus]<br/>
Karen, take me to the nearest famous city middle where they hang the lights<br/>
Where it's random and it's common versus common<br/>
Karen, take me to the nearest famous city middle where they hang the lights<br/>
Where it's random and it's common versus common<br/>
<br/>
[Refrain]<br/>
I have weird memories of you wearing long red socks and red shoes<br/>
I have weird memories<br/>
I have weird memories of you pissing in a sink, I think<br/>
I have weird memories of you<br/>
<br/>
[Verse 2]<br/>
I want to go gator around the warm beds of beginners<br/>
I'm really worked up<br/>
I want to go gator around the warm beds of beginners<br/>
I'm really worked up<br/>
<br/>
[Chorus]<br/>
Karen, take me to the nearest famous city middle where they hang the lights<br/>
Where it's random and it's common versus common<br/>
Karen, take me to the nearest famous city middle where they hang the lights<br/>
Where it's random and it's common versus common<br/>
<br/>
[Refrain]<br/>
I have weird memories of you wearing long red socks and red shoes<br/>
I have weird memories<br/>
I have weird memories of you pissing in a sink, I think<br/>
I have weird memories of you<br/>
<br/>
[Bridge]<br/>
Parking your car, you said ""I'm overwhelmed""<br/>
You were thinking out loud, you said ""I'm overwhelmed""<br/>
You were parking your car, you said ""I'm overwhelmed""<br/>
You were thinking out loud, you said ""I'm overwhelmed""<br/>
<br/>
You said ""I think I'm like Tennessee Williams""<br/>
I wait for the click. I wait, but it doesn't kick in<br/>
I think I'm like Tennessee Williams<br/>
I wait for the click. I wait, but it doesn't kick in<br/>
<br/>
[Refrain]<br/>
I have weird memories of you wearing long red socks and red shoes<br/>
I have weird memories<br/>
I have weird memories of you pissing in a sink, I think<br/>
I have weird memories of you<br/>
<br/>
I have weird memories of you</p>
<!--/sse-->
</div>"
